id,source_job_id,title,location,text,label,risk_level,red_flags,source_dataset,source_type,original_fraudulent,internship_related
112,16300_suspicious_variant,Librarian / Administrative Associate,"SG, ,","Title: Librarian / Administrative Associate
Location: SG, ,
Company Profile: Shape the Future.The Learning Lab is Singapore’s leading education brand. We develop and run premier educational programs in English, Mathematics as well as the Biological and Physical Sciences at the pre-school, primary, secondary and pre-tertiary levels. Our distinctive and highly regarded brand of education is designed to ensure academic excellence and world-readiness.We take great pride in designing learning approaches which go beyond exams and curriculum, nurturing future leaders which make an impact on society. The group has recently launched The Learning Lab Junior as its flagship brand for premier pre-school enrichment.Chinese Lab is the group’s new flagship brand for premier Chinese enrichment and “China-readiness”. In line with its stated aim of grooming bicultural global citizens from young. It now offers enrichment and tutorial programs for primary, kindergarten and nursery age groups. It has plans to develop programs for secondary and pre-tertiary age groups.We are passionate about helping each student maximize their educational opportunities and fulfill their potential as future leaders. That is why we take pride in grooming students’ unique strengths and abilities. To do so, we go to great lengths to recruit the best talents in various fields - talents who believe in the same vision of shaping the future.Join us today and nurture the leaders of tomorrow.
Description: Shape the future with us.The Learning Lab is Singapore’s leading education brand. We develop and run premier educational programs in English, Mathematics as well as the Biological and Physical Sciences at the pre-school, primary, secondary and pre-tertiary levels. Our distinctive and highly regarded brand of education is designed to ensure academic excellence and world-readiness. We are passionate about helping each student maximize their educational opportunities and fulfill their potential as future leaders. That is why we take pride in grooming students’ unique strengths and abilities. To do so, we go to great lengths to recruit the best talents in various fields - talents who believe in the same vision of shaping the future.Join us today and nurture the leaders of tomorrow.
Requirements: Job ResponsibilitiesGeneral management of the library.Updating and organization of data to maintain the library records.Handling a variety of administrative and clerical functions in a high-volume office.Interaction with students.Assisting in the coordination, supervision and completion of special projects.Snapshots of our ideal candidateA diploma in any discipline, and 1-2 years of working experience.Strong organizational and time management skills.Good interpersonal and communication skills.Proactive, meticulous, hands-on and enjoys working with children.Willing to work on 1 weekend.Can commence work immediately.Only Singaporeans or Singapore Permanent Residents need apply.How to ApplyWe require all of the following documents to be submitted in order for us to process your application. Kindly upload all documents as one attachment file.Résumé or Curriculum VitaeCover Letter‘O’ Level Certificate‘A’ Level Certificate / Diploma Certificate and TranscriptUniversity Degree Certificate and Transcript (If applicable)Masters Degree Certificate and Transcript (If applicable)Any incomplete applications will not be processed.If you have been shortlisted, we will contact you within 2 weeks from date of application.
Employment Type: Full-time
Required Education: Vocational - HS Diploma
Industry: Education Management
Function: Administrative

Additional application note: This is a remote flexible role with immediate start. More details about interview steps and company verification will be shared after applying.",suspicious,medium,remote_or_telecommuting;no_screening_questions;unrealistic_easy_money,EMSCAD_real_fake_job_postings,rule_augmented_suspicious_variant,0,True
113,5320,RECRUITMENT CONSULTANT - Sth Yorks,"GB, SHF,","Title: RECRUITMENT CONSULTANT - Sth Yorks
Location: GB, SHF,
Salary Range: 20000-30000
Company Profile: Established on the principles that full time education is not for everyone Spectrum Learning is made up of a team of passionate consultants with the drive for putting people who wish to grow themselves through education whilst working into long term and relevant job roles.We also are official re-sellers for The Institute of Recruiters/ Study Course professional courses in HR Practice, In-House Recruitment and Agency RecruitmentIt is our mission to help anyone wishing to pursue an apprenticeship onto the right qualification and into the right job.We work closely with both the candidate and the employer to ensure when the learner is enrolled they are at the start of a long and successful career.We have great relationships with a number of national training providers to ensure we can cover any apprenticeship available.
Description: My client is looking for two new recruitment consultants based in either Sheffield or Doncaster. Both roles will involve both sales/telesales and servicing so candidates with exposure in a sales and resourcing environment. My client will consider candidates from any recruitment sector, but have a particular interest in those from a design/creative background. The company are well respected and carry a high number of regular clients whom they service and grow.The two roles are immediate starts and one role will be a senior position whereby the candidate should have at least 3 years recruitment experience and be able to provide evidence of their achievements. The second is a junior role where it is expected that the candidate should have 1 year’s recruitment experience.The client would consider strong closers from non-recruitment backgrounds but in this scenario, the candidate must have design and/or creative experience.The interviews will take place locally and candidates should apply via Workable for consideration.#URL_e81e945b7d155983382676dffa79ba8ad80b29a69a201fdfef2554cbe04f9c81#Dave Barber07749 133321
Requirements: An understanding of the sales process and an interest, if not direct experience of recruitment.Driving licence and car would be preferableFlexibility as to working hours.HardworkingWillingness to learn
Benefits: Senior role up to £30KJunior Role upto £22KHigh commissionsCar allowance availableDefinate career advancement
Employment Type: Full-time
Required Experience: Associate
Required Education: High School or equivalent
Industry: Staffing and Recruiting
Function: Business Development",suspicious,medium,unrealistic_easy_money,EMSCAD_real_fake_job_postings,processed_public_dataset,0,True
114,11186,English Teacher Abroad,"US, CA, Sunnyvale","Title: English Teacher Abroad
Location: US, CA, Sunnyvale
Company Profile: We help teachers get safe and secure jobs abroad :)
Description: Play with kids, get paid for it Love travel? Jobs in Asia$1,500+ USD monthly ($200 Cost of living)Housing provided (Private/Furnished)Airfare ReimbursedExcellent for student loans/credit cardsGabriel Adkins : #URL_ed9094c60184b8a4975333957f05be37e69d3cdb68decc9dd9a4242733cfd7f7##URL_75db76d58f7994c7db24e8998c2fc953ab9a20ea9ac948b217693963f78d2e6b#12 month contract : Apply today
Requirements: University degree required. TEFL / TESOL / CELTA or teaching experience preferred but not necessaryCanada/US passport holders only
Benefits: See job description
Employment Type: Contract
Required Education: Bachelor's Degree
Industry: Education Management",legitimate,low,none,EMSCAD_real_fake_job_postings,processed_public_dataset,0,True
115,15135,Payroll Processor,"US, NY, New York","Title: Payroll Processor
Location: US, NY, New York
Description: JOB DESCRIPTIONClassification: Payroll ProcessorCompensation: $20.00 per hourOur multi-specialty medical group in New York is seeking an experienced payroll clerk to support their department, this position is a temp-hire If you are seeking a short-term or long term project and are determined and organized, please send your resumeResponsibilities include: •This Payroll Clerk will be supporting the Finance Department by entering in payroll for 80 employees; •Must have good data entry skills, detailed oriented and accurate with entering in confidential payroll information; •This Payroll Clerk will work 5 hours per day and are flexible with the morning or afternoon hours; •Good communication skills are required and will be working with both Finance Department and Human Resources Software: good ten key by touch and data entry skills (other softwares will be provided)
Employment Type: Contract
Required Experience: Entry level
Industry: Accounting
Function: Accounting/Auditing",suspicious,medium,missing_company_profile;missing_requirements;no_company_logo;no_screening_questions,EMSCAD_real_fake_job_postings,processed_public_dataset,0,True
116,1150,Graduates: English Teacher Abroad (Conversational),"US, AL, Auburn","Title: Graduates: English Teacher Abroad (Conversational)
Location: US, AL, Auburn
Company Profile: We help teachers get safe and secure jobs abroad :)
Description: Play with kids, get paid for it :-)Vacancies in Asia$1500 USD + monthly ($200 Cost of living)Housing providedAirfare ReimbursedExcellent for student loans/credit cardsGabriel Adkins (#URL_ed9094c60184b8a4975333957f05be37e69d3cdb68decc9dd9a4242733cfd7f7#)#URL_75db76d58f7994c7db24e8998c2fc953ab9a20ea9ac948b217693963f78d2e6b#
Requirements: University degree required. TEFL / TESOL / CELTA or teaching experience preferred but not necessaryPositive attitude required. Canada/US passport holders only
Benefits: See job description
Employment Type: Contract
Required Experience: Entry level
Required Education: Bachelor's Degree
Industry: Education Management
Function: Education",legitimate,low,none,EMSCAD_real_fake_job_postings,processed_public_dataset,0,True
117,10109,Retail Staff Member - Must LOVE Dogs,"US, CA, Studio City","Title: Retail Staff Member - Must LOVE Dogs
Location: US, CA, Studio City
Description: “Pride is a personal commitment. It is an attitude which separates excellence from mediocrity.” – Author UnknownAs employees at Healthy Spot we feel pride in the work that we do. We believe in inspiring healthy pet lifestyles by creating authentic experiences with customers and fostering a sense of community. At Healthy Spot, employees are team members, caregivers to four-legged friends, public educators, and role models. Our pride in our work is what allows us to exceptionally serve dogs, customers, the Healthy Spot team, and our communities.We are looking for a passionate, extroverted individual to assume the role of the Retail Staff Member. This position will require the individual to represent Healthy Spot and communicate the core values to the customers through exceptional customer service and extensive product knowledge. The core responsibility of the Retail Staff Member is to build an authentic relationship with each client that steps into our store and foster a cohesive community of dog lovers that share in our passion of inspiring healthy pet lifestyles.The individual in the Retail Staff Member position will make a difference by always keeping the best interest of the animal at heart. The passion exuded combined with personal pride is what Healthy Spot is looking for in this unique individual! The Ideal Candidate…MUST LOVE DOGS!MUST LOVE PEOPLE!Must be an extrovert who loves interacting with and serving customersMust believe in high standards - does not accept mediocrityMust love to learn about products and different breedsMust have a high level of dedication to learnMust be driven and committedMust have excellent oral and written communication skillsMust have a highly contagious energy around peopleMust be detailed oriented and enthusiastic about cleanlinessMust be flexible, punctual and reliableMust be able to lift 30 lbsMust be capable of working independently and in a team environmentMust be capable of dealing with various types of clientsMust be capable of handling a fast pace, high stress environmentMust be a self-starter and quick learner The Retail Staff Member Will…-Lead by the highest example in customer service, communication with staff, and indoctrination of Healthy Spot’s culture, mission statement, and core values-Ensure that Healthy Spot’s WECARE is being performed at the utmost standard in providing quality customer service-Have the highest level of knowledge of the products and services offered with the ability to communicate the knowledge to customers with ease and confidence-Understand and effectively communicate the importance of why food conversion is healthy to pets and the company-Conduct sales transactions pursuant to Healthy Spot’s Policy and Procedure, including classing merchandise, putting merchandise on hold, conducting exchanges and returns, and operating the cash register-Understand and communicate the Grooming and Daycare pricing and packages, as well as the benefits of healthy rewards to customers-Ensure that the store maintains its cleanliness and that products are presented properly in a timely manner-Meet or exceed retail sales goals and store goals through working closely with other team members-Partake in inventory control under the guidance of the Assistant, Retail, and/or Store Manager-Conduct store opening and closing in accordance with Healthy Spot standards-Effectively communicate with the Daycare and Grooming Departments to ensure that the operations of the store as a whole are running efficiently and smoothly-Work with the community for specific events such as adoption events and holiday events-Perform other duties as assignedPlease respond with a resume. Please also articulate the following: 1) Why you would be an immediate value adding team member2) Why are you the best candidate for the retail member position3) What is your favorite breed and whyResumes without cover letters will not be considered. It's your opportunity to allow us to get to know your unique personality! Healthy Spot Job Perks!!For Full Time Employees-Four different types of medical plan. We also offer a dental and vision plan!-If your dog is under 30 pounds, bring them to work and have them stay in dog daycare!* All dogs must pass behavior temperament test and having UTD vaccination records. **Dependent on availability of space in Dog Daycare. This perk is available after the 90 day trial period** - 30% off all Treats/Supplies!!-15% of all Food!!-15%-30% Grooming discount - dependent upon long hair/wired hair and size of dog.Part Time Employees-If your dog is under 30 pounds, bring them to work and have them stay in dog daycare!* All dogs must pass behavior temperament test and having UTD vaccination records. **Dependent on availability of space in Dog Daycare. This perk is available after the 180 day trial period** - 30% off all Treats/Supplies!!-15% of all Food!!-15%-30% Grooming discount - dependent upon long hair/wired hair and size of dog. Company DescriptionWe are a fast growing, upscale, upbeat, healthy and earth friendly pet products and services store. As our company grows, we are always looking to add new members to our team. We look for team members to grow with our company and are looking for individuals to stay with us long term. In that sense, our recruiting efforts are stringent to find the unique individual. We realize our success is based on our team members. Without the individual personalities and quirks that shine in and out of the Healthy Spot atmosphere, Healthy Spot would not exist. As such, we love to promote from within and spend time and resources to foster each team member’s growth. We are proud to see team members grow from entry level to manager positions and see them gain skills and confidence both professionally and personally!We are committed to unleashing each family's passion for their dogs by offering the finest products and services, quality information and highest care while breeding social awareness of humane compassion and canine education for the community -- all for your dog's mind, body, and bowl.#URL_6404f38988d65ee3f3cf01b27a9566452cbe5952d18a4494a53deef8235d5b0c#",suspicious,medium,missing_company_profile;missing_requirements;no_company_logo;no_screening_questions,EMSCAD_real_fake_job_postings,processed_public_dataset,0,True
118,14054_suspicious_variant,Data Entry Operator,"MU, QB,","Title: Data Entry Operator
Location: MU, QB,
Department: PECS-DATA
Salary Range: 104000-120000
Company Profile: Hiring made easy for Digital Jobs
Description: Our company is currently seeking applications for Data Enty Operators to join our expanding team.Job ProfileAs a Data Entry Associate, you will be responsible for capturing data input for our customers in a quick and efficient manner.
Requirements: Your ProfileSC or HSCExcellent and accurate touch typing skillsExcellent command of English Language (Verbal and Written)Experience in previous data entry positions will be of advantage
Benefits: Working hours - Monday to Friday position starting from 08:00 to 17:00.In addition, you will benefit fromTraining before the job startsRefund of transport
Employment Type: Full-time
Required Experience: Entry level
Required Education: High School or equivalent
Industry: Outsourcing/Offshoring
Function: Production

Additional application note: This is a remote flexible role with immediate start. More details about interview steps and company verification will be shared after applying.",suspicious,medium,remote_or_telecommuting;no_screening_questions;unrealistic_easy_money,EMSCAD_real_fake_job_postings,rule_augmented_suspicious_variant,0,True
119,6739,General Manager Fabrication Aerospace 2131,"US, UT, Ogden","Title: General Manager Fabrication Aerospace 2131
Location: US, UT, Ogden
Description: 2131Job Title: General Manager Fabrication AerospaceRole: ManagementRelocation Available: YesIndustry: AerospaceLocation: UtahTown / City: OgdenJob Type: Permanent full-timeJob description:Company has an exciting and challenging career opportunity available in its Aerospace Fabrications business. They are seeking an individual who excels in operations, has a proven track record of delivering results, maximizing profits, and who is a strategic thinker. The successful candidate should be passionate about driving lean, quality and productivity improvements within multi-site operations and have a proven track record of accomplishments. He or she should understand the business implications of decisions and display an orientation toward profitability. Required SkillsProvide leadership and direction to the fabrication business to support the business in maintaining and improving it's competitive position and achieve short and long-term growth and profit goals. Develop and execute plans to improve and maximize profits, optimize yield on invested capital for increased growth and profitability.Key leadership team member in the development and execution of the company strategy including the fabrication business. Develops and implements short and long-range plans for strategic growth.Drives operational excellence and effectiveness efforts forward ensuring manufacturing capabilities, processes, and practices are properly aligned to serve its' customer base.Assess each site's systems, equipment and management team, seeking opportunities for improvement. Rationalize and maximize the business' manufacturing capacity and performance through data driven approaches employing lean and continuous improvement methodologies. Facilitate collaboration between the facilities throughout this process.Develop and maintain an effective organization through the selection, training and motivation of all personnel. Develop management and supervisory talents necessary to obtain short and long-term goals through effective direction, coaching and training according to overall succession and manpower plan.Advise the company president on strategic business development and key corporate planning issues that relate and impact the operations of the sites in which this position oversees. Lead managers to evaluate and take actions that are consistent with the company's overall strategy.The Aerospace Fabrication Manager sets performance goals tailored to fabrication business and to the site level. Monitor division performance against performance goals to ensure progress is being made and corrective action, if necessary, is taken.Required ExperienceMinimum of ten to fifteen years of operations, manufacturing/engineering experience, preferably in the aerospace or similar industry. At least eight years of experience of effectively leading and managing people. A proven track record of implementing and successfully executing on employee relations strategies and building a positive work environment.Demonstrated leadership effectiveness (EI). Must be an effective change leader; balances consistency with flexibility and willing to change ideas in the face of new information.Strong business acumen and strategic thinking with demonstrated accomplishments. Proven performance of setting and exceeding customer service.Champion of safety.Impeccable integrity; Superior interpersonal skills; able to communicate and engage personnel at all levels of the organization. Emotionally intelligent change agent who challenges the status quo and acts with a sense of urgency to drive results.Lean manufacturing, continuous improvement and/or Six Sigma training preferred. Prior new aerospace fabrication product introduction experience a plus.Education Requirements: Bachelor's degree required in engineering or related discipline. MBA or advanced degree preferred.Bottom Line Requirements:1. Bachelor's degree required in engineering or related discipline. MBA or advanced degree preferred.2. 10 to 15 years of operations manufacturing engineering experience in aerospace or similar industry involving fabrication. 3. 8+ years of experience of effectively leading and managing people.4. Lean manufacturing, continuous improvement and/or Six Sigma training preferred. 5. Prior new product introduction experience a plus
Employment Type: Full-time",fraudulent,high,missing_company_profile;missing_requirements;no_company_logo;no_screening_questions,EMSCAD_real_fake_job_postings,processed_public_dataset,1,False
120,16811,Inside Telesales Specialist,"US, WA, Spokane","Title: Inside Telesales Specialist
Location: US, WA, Spokane
Salary Range: 20000-21000
Description: Inside Telesales SpecialistNow Hiring Inside Telesales Specialist for one of our client in Washington.Job Role: Inside Telesales SpecialistJob Function: TelesalesJob Type: Full TimeLocation: WashingtonSkills and Experience Required/Preferred:Minimum one to three years of sales and customer service experience.Experience with Multi-TaskingMust be an Optimist, Enthusiastic and Possess ProfessionalismVery Strong Communication Skills and Willingness to learnShould have basic PC skills such as proficiency with Microsoft Office Suite, with an emphasis on Excel and WordHave an understanding of office supplies industryFluent in English both written and verbal. Secondary languages, Spanish and French are nice to haveB2B, outside, or supply sales experience a plusThe CompensationExcellent Base Salary + Full BenefitsNote: For U.S. Citizens / Green Card / EAD (Requires no Sponsorship) Only.Interested Sales Professionals please apply with your updated profile.
Employment Type: Full-time
Required Experience: Entry level
Required Education: High School or equivalent
Industry: Consumer Services
Function: Customer Service",suspicious,medium,missing_company_profile;missing_requirements;no_company_logo;no_screening_questions,EMSCAD_real_fake_job_postings,processed_public_dataset,0,True
121,566,Customer Service Associate,"US, AZ, Phoenix","Title: Customer Service Associate
Location: US, AZ, Phoenix
Company Profile: Novitex Enterprise Solutions, formerly Pitney Bowes Management Services, delivers innovative document and communications management solutions that help companies around the world drive business process efficiencies, increase productivity, reduce costs and improve customer satisfaction. For almost 30 years, clients have turned to us to integrate and optimize their enterprise-wide business processes to empower employees, increase productivity and maximize results. As a trusted partner, we continually focus on delivering secure, technology-enabled document and communications solutions that improve our clients' work processes, enhance their customer interactions and drive growth.
Description: The Customer Service Associate will be based in Phoenix, AZ. The right candidate will be an integral part of our talented team, supporting our continued growth.Responsibilities:Perform various Mail Center activities (sorting, metering, folding, inserting, delivery, pickup, etc.)Perform hospitality duties when neededLift heavy boxes, files or paper when neededMaintain the highest levels of customer care while demonstrating a friendly and cooperative attitudeDemonstrate flexibility in satisfying customer demands in a high volume, production environmentConsistently adhere to business procedure guidelinesAdhere to all safety proceduresTake direction from supervisor or site managerMaintain all logs and reporting documentation; attention to detailParticipate in cross-training and perform other duties as assigned (Filing, outgoing shipments, etc)Operating mailing, copy or scanning equipmentShipping and ReceivingHandle time-sensitive material like confidential, urgent packagesPerform other tasks as assignedScanning incoming mail to recipientsPerform file purges and pullsCreate files and ship filesProvide backfill when neededEnter information daily into spreadsheetsIdentify charges and match them to billingSort and deliver mail, small packages
Requirements: Minimum Requirements:Minimum of 6 months customer service and hospitality related experience requiredHigh school diploma or equivalent (GED) requiredPrevious experience in a law firm environmentPreferred Qualifications:1-2 years of customer service and hospitality experience preferredKeyboarding and windows environment PC skills required (Word, Excel and PowerPoint preferred)Experience running mail posting equipment a plusExcellent communication skills both verbal and writtenLifting up to 40 lbs with or without accommodationsWillingness and availability to work additional hours if assignedWillingness to submit to a pre-employment drug screening and criminal background checkAbility to effectively work individually or in a team environmentCompetency in performing multiple functional tasksAbility to meet employer's attendance policy
Employment Type: Full-time
Required Experience: Entry level
Required Education: High School or equivalent
Industry: Legal Services
Function: Administrative",legitimate,low,no_screening_questions,EMSCAD_real_fake_job_postings,processed_public_dataset,0,True
122,8592,Med Surg RN,"US, TX, San Antonio","Title: Med Surg RN
Location: US, TX, San Antonio
Description: Find more jobs at #URL_1efb08d6a6da1c56afb2d0c686e1ed0dc14d0fbcb22482369e8a69999aa0d278#Apply using below link#URL_3586d90a958235cd4a57ce399a13ed21354aa741641b45cc10241c523c54d963#Med Surg RN (per diem) -- San Antonio, TXRequirements: 2 - year minimum Med Surgical experience in an acute setting. We're eager to fill 2 positions immediately, please apply ASAP. Active Texas or Compact State RN license.12 hour day/night shifts available, 12 - 48 hours per week***Guaranteed HoursAdvantages of Per Diem Nursing:• Make extra money, depending on their commitment, which is the main advantage. • Pick your own schedules based on your commitment.• 24 hours a week, 36 hours a week - one weekend a month and one holiday a year - these are the nurses making the big bucks, while providing sorely needed coverage.• In most cases staff nurses must work every other weekend, two holidays and can't necessarily pick their schedules.• Nothing can match the flexibility that comes with per diem shifts. Higher PayPer Diem shifts are paid at a higher rate. The flexibility to pick up shifts as needed, combined with higher wages allows you to maximize your earning potential.Bachelor's Degree or Associates Degree in Nursing is requiredMust possess U.S. hospital experience; recent specialty experience within 1 year.Active American Heart Association BLS, ACLS cardWeekly pay rates will be discussed by Recruiter***Please Note: If you are proactively looking for an opportunity, or would like to view our MANY openings, you may follow the link and instructions below to create your profile:
Employment Type: Full-time
Industry: Hospital & Health Care",fraudulent,high,missing_company_profile;missing_requirements;no_company_logo;no_screening_questions,EMSCAD_real_fake_job_postings,processed_public_dataset,1,False
123,17765,"Admin Clerk,Office Assistant,Customer","US, VA, Virginia Beach","Title: Admin Clerk,Office Assistant,Customer
Location: US, VA, Virginia Beach
Department: Administrative
Salary Range: 22-61000
Description: Experienced, reliable team members are needed for our Data Entry Clerk / Administrative Assistant needed! We are currently searching for candidates with previous experience and/or motivated quick learners. These positions require a friendly phone personality, great attention to detail and the ability to work quickly and efficiently. This is a customer contact position that requires patience, a great phone demeanor, excellent verbal and written communications, and reliable work attendance.Key Aspects of Position:Provide extraordinary service to our customers at all times.Work as part of a Customer Service team.Other duties as #URL_81d2f53a05608128a4dba73087a8d0fe3bec3e94ad7910e8dffc76afd9d47c95#
Requirements: 6 months to a year experience working in a fast pace, back to back call handling in a call center environment.High comfort level with computer-based work. Google applications knowledge and Netsuite or similar CRM/Ticketing software a plus.Must be able to multitask between various web applications.Passionate about providing stellar service to customers.The ability to be as friendly and helpful at the end of an 8-hour shift as in the beginning of the shift.Ability to work at a fast pace while maintaining accuracy.Great attention to detail, and a high sense of urgency.Excellent written and verbal communication skills.Ability to work various shifts during a 24 hour period, as schedules may vary from week to week. : Solid record of good attendance at prior employer's references.All applications must be received online. No walk-ins or phone calls accepted. Due to the volume of applicants, we are unable to accept phone or email inquiries on application status. Applicants must follow these requirements in order to be considered.
Benefits: Health, Dental, Life and ADandD Insurance, Employee Wellness and 401k #URL_c801649eeb4007728c8f41b2d6629d92c2295ff77e1f2d401d7696ce3569db63# Time Off and Holidays with Generous Company Discounts
Employment Type: Full-time
Required Experience: Entry level
Industry: Telecommunications
Function: Administrative",fraudulent,high,missing_company_profile;no_company_logo;no_screening_questions,EMSCAD_real_fake_job_postings,processed_public_dataset,1,True
124,610,Care Worker jobs Basingstoke - lots of hours,"GB, HAM, Basingstoke","Title: Care Worker jobs Basingstoke - lots of hours
Location: GB, HAM, Basingstoke
Company Profile: Are you passionate about making a difference?Are you looking for a chance to make a huge difference to someone’s quality of life and develop skills that will stand you in good stead for wherever your career takes you?CCS is always looking for experienced and qualified care professionals to provide care and support to our clients and their families. The most important quality our Support Workers have is a real passion about supporting people to live as independently as possible.Our aim is to ensure we meet the individual needs of our service users with service flexibility whilst maintaining quality and adding value to individuals.TrainingWe provide you with full training – no experience is necessary. We are an equal opportunity organisation and treating you as a valued member of our team.When you become an CCS employee, we will make sure you have the skills, conditions and personal support you need to love your job, and to do it very well.The right training gives our care and Support Workers the confidence to deal with any situation, and reassures care recipients that they're getting the best support.Your career with us will begin with a paid induction programme to carry out a range of tasks which we also deliver to our service users.We also offer you regular training to enable you to undertake your job effectively and develop additional skills and knowledge by having the opportunity to gain a free Diploma Level 2 in Health and Social Care, which is nationally recognised qualification.
Description: Clece Care Services require experienced home care assistants for immediate and long-term work - with a view to offer guaranteed hour (40hrs+) permanent contracts to those who show commitment to their role and clients.This is an excellent opportunity for home care workers in the Hampshire area to gain the security of steady work, with genuine opportunities to develop a career and progress within our rapidly growing group.As a Care Assistant/Care Worker for Clece Care you will help local elderly or disabled clients remain independent in their own homes by providing personal and domestic support - which can include cleaning, shopping, help with feeding, personal care and companionship - but it is also essential that our care workers understand the importance of their role in the community and the positive difference you can make to peoples lives.Applicants will require transport due to client locations.Ideally you will have previous home care experience, however we do provide full training to those who demonstrate a positive attitude and desire to work in the care sector.We have many available hours for those who are flexible in their availability, however we also have vacancies for part time care assistants - including weekend and evening/night visits.Good pay rates and travel allowanceFull Training - including NVQ or equivalentHoliday payOngoing support from our teamsContinuous learning and developmentCareer prospects in a rapidly growing groupIncentive scheme for referring friends/colleaguesPlease apply today to discuss further, arrange an interview and join our fantastic team.",legitimate,low,missing_requirements;no_screening_questions,EMSCAD_real_fake_job_postings,processed_public_dataset,0,True
125,5609_suspicious_variant,English Teacher Abroad (Conversational),"US, IA, Grinnell","Title: English Teacher Abroad (Conversational)
Location: US, IA, Grinnell
Company Profile: We help teachers get safe and secure jobs abroad :)
Description: Play with kids, get paid for it.Vacancies in Asia$1500+ monthly ($200 Cost of living)Housing providedAirfare providedExcellent for student loans/credit cards
Requirements: University degree required. TEFL / TESOL / CELTA, and/or teaching experience preferred, but not necessaryCanada/US passport holders only
Benefits: See job description
Employment Type: Contract
Required Education: Bachelor's Degree
Industry: Education Management
Function: Education

Additional application note: This is a remote flexible role with immediate start. More details about interview steps and company verification will be shared after applying.",suspicious,medium,remote_or_telecommuting;no_screening_questions;unrealistic_easy_money,EMSCAD_real_fake_job_postings,rule_augmented_suspicious_variant,0,True
126,6847,Network Marketing,"US, MD,","Title: Network Marketing
Location: US, MD,
Salary Range: 7200-1380000
Description: Are you looking to make anywhere from 600-115,000$ a month? Are you looking to be paid to take vacations? Are you tired of working a 9-5 with no ability to grow in your field. Do you want to be your own boss and set your own schedule of when you work? If you answer yes to any of these than we have the perfect opportunity for you. Our company is based on 3 principles 1.Saving Money 2.Making Money 3.Managing Money. We offer financial soulutions to help you live financially free while making money showing others. We have over 5,800 national brand retailers where we recieve discounts!!
Requirements: An ambition to succeed, A desire to be the best at our field and not be discourage when people turn you down. If you have these qualities than you are perfect for this business
Benefits: Residual Income, Travel dollars, Car Dollars, the ability to rise in pay grade rapidly as long as you put in the work you will see results
Employment Type: Full-time
Required Experience: Not Applicable
Required Education: Unspecified
Industry: Marketing and Advertising
Function: Marketing",fraudulent,high,missing_company_profile;no_company_logo;no_screening_questions,EMSCAD_real_fake_job_postings,processed_public_dataset,1,False
